Accession,Character,Source
EPI2706597,A,Galliformes
EPI2147694,?,Galliformes
EPI590706,A,Galliformes
EPI3409029,6,Artiodactyla
EPI2849828,4,Aves
EPI3277461,4,Aves
EPI2713016,4,Aves
EPI3315880,4,Aves
EPI3605195,4,Aves
EPI2306605,A,Galliformes
EPI2310138,0,Accipitriformes
EPI3314034,4,Aves
EPI3602476,J,Primates
EPI2641551,4,Aves
EPI2263578,4,Aves
EPI2710695,2,Anseriformes
EPI3306916,4,Aves
EPI2722045,A,Galliformes
EPI2820613,4,Aves
EPI2713003,4,Aves
EPI2141540,4,Aves
EPI3304816,4,Aves
EPI2559543,M,mammal
EPI1998146,2,Anseriformes
EPI3591200,5,Charadriiformes
EPI2856170,4,Aves
EPI2236678,M,mammal
EPI2053439,A,Galliformes
EPI3567527,4,Aves
EPI2559711,5,Charadriiformes
EPI3310668,4,Aves
EPI3527073,4,Aves
EPI2635144,A,Galliformes
EPI2950831,A,Galliformes
EPI2015077,2,Anseriformes
EPI1980573,2,Anseriformes
EPI1995282,M,mammal
EPI2710155,4,Aves
EPI2705158,2,Anseriformes
EPI3306481,4,Aves
EPI2751092,A,Galliformes
EPI2708063,4,Aves
EPI2550036,M,mammal
EPI3306465,4,Aves
EPI3628003,2,Anseriformes
EPI2780762,4,Aves
EPI2028769,2,Anseriformes
EPI2072200,4,Aves
EPI3305016,4,Aves
EPI2671448,4,Aves
EPI3308496,4,Aves
EPI2742651,4,Aves
EPI2178798,4,Aves
EPI2071880,2,Anseriformes
EPI2540208,5,Charadriiformes
EPI2782408,A,Galliformes
EPI2141602,A,Galliformes
EPI2907866,4,Aves
EPI2704586,2,Anseriformes
EPI3041094,0,Accipitriformes
EPI3311258,4,Aves
EPI2120775,4,Aves
EPI476484,A,Galliformes
EPI3315480,4,Aves
EPI3315728,4,Aves
EPI3312162,4,Aves
EPI3315352,4,Aves
EPI3446670,6,Artiodactyla
EPI2770823,3,Animal
EPI2311647,0,Accipitriformes
EPI3442074,6,Artiodactyla
EPI3609655,4,Aves
EPI3651272,A,Galliformes
EPI2856013,4,Aves
EPI2139824,A,Galliformes
EPI2855948,4,Aves
EPI2710378,2,Anseriformes
EPI3041050,4,Aves
EPI2263987,4,Aves
EPI2260574,4,Aves
EPI3316191,4,Aves
EPI1998330,A,Galliformes
EPI3323416,0,Accipitriformes
EPI3631243,6,Artiodactyla
EPI2609276,4,Aves
EPI2788270,4,Aves
EPI2232986,A,Galliformes
EPI3313810,4,Aves
EPI2885841,A,Galliformes
EPI2691677,4,Aves
EPI2128878,4,Aves
EPI2742859,4,Aves
EPI2764254,2,Anseriformes
EPI2277937,A,Galliformes
EPI2147700,?,Galliformes
EPI2815813,4,Aves
EPI2760828,4,Aves
EPI1956640,M,mammal
EPI2550347,4,Aves
EPI2260486,4,Aves
EPI2464370,2,Anseriformes
EPI2782424,A,Galliformes
EPI2751660,A,Galliformes
EPI2311559,4,Aves
EPI3299268,4,Aves
EPI3616670,6,Artiodactyla
EPI2214500,4,Aves
EPI3528130,4,Aves
EPI2260638,4,Aves
EPI2428386,4,Aves
EPI2278153,4,Aves
EPI3320861,4,Aves
EPI3298084,4,Aves
EPI3410190,6,Artiodactyla
EPI3418920,6,Artiodactyla
EPI1930822,A,Galliformes
EPI3303026,4,Aves
EPI3323762,8,Carnivora
EPI3651330,4,Aves
EPI2415407,2,Anseriformes
EPI2428323,4,Aves
EPI2788542,4,Aves
EPI2437358,2,Anseriformes
EPI2559639,5,Charadriiformes
EPI2614326,4,Aves
EPI3410219,6,Artiodactyla
EPI3338496,4,Aves
EPI2856420,4,Aves
EPI2780101,A,Galliformes
EPI2263875,4,Aves
EPI3314018,4,Aves
EPI2071128,2,Anseriformes
EPI3143452,4,Aves
EPI3303586,4,Aves
EPI3255751,A,Galliformes
EPI3307323,4,Aves
EPI3307157,4,Aves
EPI2751612,A,Galliformes
EPI3416733,4,Aves
EPI3310828,4,Aves
EPI1883976,A,Galliformes
EPI2708204,0,Accipitriformes
EPI2427781,4,Aves
EPI3312050,4,Aves
EPI1995586,4,Aves
EPI2917637,F,Environment
EPI2702768,2,Anseriformes
EPI3309136,4,Aves
EPI2056405,A,Galliformes
EPI2691307,5,Charadriiformes
EPI3651306,4,Aves
EPI2971854,2,Anseriformes
EPI2427955,4,Aves
EPI3303186,4,Aves
EPI1998178,4,Aves
EPI3262019,4,Aves
EPI2989840,4,Aves
EPI3559779,2,Anseriformes
EPI2073456,5,Charadriiformes
EPI3307145,4,Aves
EPI2560087,4,Aves
EPI2899702,4,Aves
EPI2702683,2,Anseriformes
EPI2428022,4,Aves
EPI2898788,4,Aves
EPI2873623,4,Aves
EPI2886100,4,Aves
EPI3311906,4,Aves
EPI1944453,A,Galliformes
EPI2640991,4,Aves
EPI3625366,6,Artiodactyla
EPI2743259,4,Aves
EPI3304736,4,Aves
EPI3303098,4,Aves
EPI3314130,4,Aves
EPI2263538,4,Aves
EPI3395092,4,Aves
EPI2764216,5,Charadriiformes
EPI2429189,4,Aves
EPI2789078,4,Aves
EPI3305352,4,Aves
EPI3316423,4,Aves
EPI2589846,2,Anseriformes
EPI2352649,A,Galliformes
EPI2029059,4,Aves
EPI2665299,4,Aves
EPI3312306,4,Aves
EPI2794196,F,Environment
EPI2550323,2,Anseriformes
EPI2198740,2,Anseriformes
EPI3308130,4,Aves
EPI3310316,4,Aves
EPI3280377,4,Aves
EPI3316135,4,Aves
EPI2506544,A,Galliformes
EPI3648679,A,Galliformes
EPI1995677,4,Aves
EPI2429269,4,Aves
EPI2743554,2,Anseriformes
EPI2576502,5,Charadriiformes
EPI3528266,4,Aves
EPI3528170,4,Aves
EPI3303888,4,Aves
EPI2071240,A,Galliformes
EPI2074556,4,Aves
EPI2263426,4,Aves
EPI2246576,4,Aves
EPI2427854,4,Aves
EPI2597191,A,Galliformes
EPI2468380,8,Carnivora
EPI3316359,4,Aves
EPI2310468,4,Aves
EPI2310696,A,Galliformes
EPI2545116,4,Aves
EPI2664262,M,mammal
EPI3222369,2,Anseriformes
EPI3305672,4,Aves
EPI2428657,4,Aves
EPI3314338,4,Aves
EPI3637652,2,Anseriformes
EPI3280409,2,Anseriformes
EPI2841539,2,Anseriformes
EPI3632549,F,Environment
EPI2872901,2,Anseriformes
EPI3305200,4,Aves
EPI2122917,2,Anseriformes
EPI3041149,4,Aves
EPI2231769,F,Environment
EPI2868729,4,Aves
EPI3630528,A,Galliformes
EPI1928796,2,Anseriformes
EPI2632288,H,Falconiformes
EPI2236533,M,mammal
EPI2752080,A,Galliformes
EPI3304280,4,Aves
EPI2263754,4,Aves
EPI2191461,4,Aves
EPI3302602,4,Aves
EPI3259937,6,Artiodactyla
EPI2428429,4,Aves
EPI2072224,2,Anseriformes
EPI3308138,4,Aves
EPI2788742,4,Aves
EPI3308440,4,Aves
EPI2428128,4,Aves
EPI2414945,4,Aves
EPI2610716,4,Aves
EPI3599451,6,Artiodactyla
EPI2175989,A,Galliformes
EPI3307666,4,Aves
EPI1966962,4,Aves
EPI3410151,6,Artiodactyla
EPI3526195,6,Artiodactyla
EPI2364554,A,Galliformes
EPI1950887,2,Anseriformes
EPI2792275,5,Charadriiformes
EPI3627979,A,Galliformes
EPI2841706,5,Charadriiformes
EPI3041279,4,Aves
EPI2707863,0,Accipitriformes
EPI2218226,4,Aves
EPI3279975,A,Galliformes
EPI2648214,5,Charadriiformes
EPI2281738,4,Aves
EPI2708225,4,Aves
EPI1940265,A,Galliformes
EPI3364340,4,Aves
EPI2856601,M,mammal
EPI2412723,4,Aves
EPI2743267,4,Aves
EPI2643221,4,Aves
EPI3307031,4,Aves
EPI2856522,4,Aves
EPI2072256,2,Anseriformes
EPI2175973,A,Galliformes
EPI2712614,4,Aves
EPI3567519,4,Aves
EPI3236466,2,Anseriformes
EPI3310102,4,Aves
EPI2506378,A,Galliformes
EPI2752024,A,Galliformes
EPI2141690,A,Galliformes
EPI3411299,6,Artiodactyla
EPI2300676,4,Aves
EPI2178614,4,Aves
EPI2277865,2,Anseriformes
EPI3315864,4,Aves
EPI2506276,A,Galliformes
EPI2782480,2,Anseriformes
EPI3309224,4,Aves
EPI2711792,2,Anseriformes
EPI2760732,4,Aves
EPI2526417,4,Aves
EPI3050204,2,Anseriformes
EPI2610708,4,Aves
EPI2197176,4,Aves
EPI3412362,6,Artiodactyla
EPI3434378,4,Aves
EPI3311594,4,Aves
EPI3177542,2,Anseriformes
EPI2742403,4,Aves
EPI3312746,4,Aves
EPI3309192,4,Aves
EPI3310564,4,Aves
EPI2837064,4,Aves
EPI2232850,A,Galliformes
EPI2082837,5,Charadriiformes
EPI2703074,4,Aves
EPI2707505,0,Accipitriformes
EPI2589854,2,Anseriformes
EPI3630775,6,Artiodactyla
EPI2049849,2,Anseriformes
EPI2584507,4,Aves
EPI2725734,2,Anseriformes
EPI3575051,6,Artiodactyla
EPI2648212,5,Charadriiformes
EPI3604743,4,Aves
EPI2220669,4,Aves
EPI2837072,4,Aves
EPI2016975,A,Galliformes
EPI2868235,4,Aves
EPI3409181,8,Carnivora
EPI2671368,5,Charadriiformes
EPI2917564,F,Environment
EPI2536980,5,Charadriiformes
EPI2584473,2,Anseriformes
EPI3351030,4,Aves
EPI2417028,A,Galliformes
EPI3433750,A,Galliformes
EPI2637126,4,Aves
EPI2526449,2,Anseriformes
EPI2017771,4,Aves
EPI2198612,A,Galliformes
EPI2223271,4,Aves
EPI2314266,4,Aves
EPI3299244,4,Aves
EPI2540424,4,Aves
EPI3509623,4,Aves
EPI2191369,4,Aves
EPI2526593,H,Falconiformes
EPI3637509,2,Anseriformes
EPI2906030,4,Aves
EPI1930830,A,Galliformes
EPI2755502,M,mammal
EPI3323230,4,Aves
EPI3418514,6,Artiodactyla
EPI2872776,A,Galliformes
EPI2179580,4,Aves
EPI3409338,6,Artiodactyla
EPI3309944,4,Aves
EPI2028694,4,Aves
EPI2417003,?,Galliformes
EPI2770775,3,Animal
EPI2141770,2,Anseriformes
EPI2506876,4,Aves
EPI2428850,4,Aves
EPI2506512,2,Anseriformes
EPI2743490,2,Anseriformes
EPI2220035,F,Environment
EPI2744254,4,Aves
EPI2429134,4,Aves
EPI3323837,2,Anseriformes
EPI2247316,A,Galliformes
EPI2017755,A,Galliformes
EPI3305848,4,Aves
EPI2429110,4,Aves
EPI2559551,A,Galliformes
EPI3527145,4,Aves
EPI3139808,A,Galliformes
EPI3391884,4,Aves
EPI2855834,4,Aves
EPI2751984,A,Galliformes
EPI3293362,4,Aves
EPI2589307,2,Anseriformes
EPI2310114,H,Falconiformes
EPI3631343,4,Aves
EPI2102466,A,Galliformes
EPI3571286,6,Artiodactyla
EPI1995060,4,Aves
EPI3307786,4,Aves
EPI2710354,2,Anseriformes
EPI3312594,4,Aves
EPI2056389,A,Galliformes
EPI1967009,4,Aves
EPI476485,A,Galliformes
EPI1950455,4,Aves
EPI3307475,4,Aves
EPI3488243,5,Charadriiformes
EPI3364228,4,Aves
EPI2528494,2,Anseriformes
EPI3451401,2,Anseriformes
EPI3259700,4,Aves
EPI2737495,2,Anseriformes
EPI3506808,6,Artiodactyla
EPI2710649,2,Anseriformes
EPI3259628,4,Aves
EPI2412739,4,Aves
EPI2704773,2,Anseriformes
EPI3391457,A,Galliformes
EPI3259873,6,Artiodactyla
EPI3298452,4,Aves
EPI3314010,4,Aves
EPI3350840,4,Aves
EPI2193427,4,Aves
EPI3316367,4,Aves
EPI3158658,4,Aves
EPI2428515,4,Aves
EPI2122817,0,Accipitriformes
EPI3303010,4,Aves
EPI2641031,4,Aves
EPI1925380,4,Aves
EPI2904476,4,Aves
EPI2141435,A,Galliformes
EPI2815279,4,Aves
EPI2300596,4,Aves
EPI2771047,3,Animal
EPI499478,A,Galliformes
EPI2277993,A,Galliformes
EPI3040985,4,Aves
EPI2751332,A,Galliformes
EPI2614398,4,Aves
EPI2743035,4,Aves
EPI2742867,4,Aves
EPI2703071,2,Anseriformes
EPI2075650,0,Accipitriformes
EPI2906214,4,Aves
EPI2232730,A,Galliformes
EPI3310636,4,Aves
EPI2794108,5,Charadriiformes
EPI2053945,M,mammal
EPI3312698,4,Aves
EPI2428632,4,Aves
EPI2699139,4,Aves
EPI3261003,2,Anseriformes
EPI3487505,6,Artiodactyla
EPI3194423,A,Galliformes
EPI2758896,2,Anseriformes
EPI2665307,4,Aves
EPI2882293,2,Anseriformes
EPI3312210,4,Aves
EPI3306569,4,Aves
EPI1930139,2,Anseriformes
EPI2789158,4,Aves
EPI3261907,6,Artiodactyla
EPI2259463,4,Aves
EPI3260220,M,mammal
EPI1962081,4,Aves
EPI3604552,6,Artiodactyla
EPI2856258,4,Aves
EPI2613630,4,Aves
EPI1937607,A,Galliformes
EPI2606388,4,Aves
EPI2885779,2,Anseriformes
EPI3299012,4,Aves
EPI3298140,4,Aves
EPI2610700,4,Aves
EPI3298068,4,Aves
EPI3497030,2,Anseriformes
EPI3321021,4,Aves
EPI2506108,A,Galliformes
EPI2363673,A,Galliformes
EPI2259375,4,Aves
EPI2198524,2,Anseriformes
EPI3314634,4,Aves
EPI2710572,2,Anseriformes
EPI3526757,4,Aves
EPI3630053,J,Primates
EPI3313026,4,Aves
EPI3136368,A,Galliformes
EPI3143388,4,Aves
EPI2857340,4,Aves
EPI3528202,4,Aves
EPI2702188,2,Anseriformes
EPI3604751,4,Aves
EPI2742451,4,Aves
EPI2219911,A,Galliformes
EPI2873689,4,Aves
EPI2198564,5,Charadriiformes
EPI3324156,2,Anseriformes
EPI3313074,M,mammal
EPI3280324,2,Anseriformes
EPI2842848,4,Aves
EPI2176007,2,Anseriformes
EPI2751756,A,Galliformes
EPI2710350,4,Aves
EPI3306409,4,Aves
EPI108303,2,Anseriformes
EPI2872603,A,Galliformes
EPI2815797,A,Galliformes
EPI2311487,0,Accipitriformes
EPI2873319,4,Aves
EPI2242456,4,Aves
EPI3306777,4,Aves
EPI2428959,4,Aves
EPI3091486,A,Galliformes
EPI3558272,M,mammal
EPI3303362,4,Aves
EPI2885610,A,Galliformes
EPI2585317,M,mammal
EPI2711309,5,Charadriiformes
EPI2141312,A,Galliformes
EPI3609480,4,Aves
EPI2072040,A,Galliformes
EPI2855840,4,Aves
EPI2964237,4,Aves
EPI3312898,4,Aves
EPI3315320,4,Aves
EPI2260670,4,Aves
EPI2705812,4,Aves
EPI2300580,4,Aves
EPI2544032,5,Charadriiformes
EPI2708273,0,Accipitriformes
EPI2179556,4,Aves
EPI2614222,4,Aves
EPI3640731,2,Anseriformes
EPI2428544,4,Aves
EPI2140350,A,Galliformes
EPI2670321,4,Aves
EPI3302244,6,Artiodactyla
EPI2429063,4,Aves
EPI1966237,5,Charadriiformes
EPI3139926,2,Anseriformes
EPI3320869,4,Aves
EPI1998430,4,Aves
EPI3299180,4,Aves
EPI2710668,2,Anseriformes
EPI2671518,4,Aves
EPI2885008,A,Galliformes
EPI2707270,A,Galliformes
EPI119131,2,Anseriformes
EPI2792307,5,Charadriiformes
EPI2713082,2,Anseriformes
EPI2614118,4,Aves
EPI2244154,2,Anseriformes
EPI2074748,4,Aves
EPI2071968,0,Accipitriformes
EPI2188251,5,Charadriiformes
EPI2856146,4,Aves
EPI314030,2,Anseriformes
EPI3304504,4,Aves
EPI3649254,6,Artiodactyla
EPI2779203,5,Charadriiformes
EPI108131,2,Anseriformes
EPI3323337,4,Aves
EPI3222716,2,Anseriformes
EPI1027706,A,Galliformes
EPI2191454,4,Aves
EPI2158712,A,Galliformes
EPI2278161,4,Aves
EPI3602478,J,Primates
EPI2412850,2,Anseriformes
EPI3041125,4,Aves
EPI1995645,4,Aves
EPI3543846,4,Aves
EPI2072048,A,Galliformes
EPI2035105,4,Aves
EPI2856394,4,Aves
EPI2930700,A,Galliformes
EPI2158632,M,mammal
EPI3255743,A,Galliformes
EPI3277707,4,Aves
EPI2664966,5,Charadriiformes
EPI2868753,4,Aves
EPI2500065,4,Aves
EPI3614382,2,Anseriformes
EPI2214471,4,Aves
EPI3591258,5,Charadriiformes
EPI3313170,4,Aves
EPI2789246,4,Aves
EPI2712089,4,Aves
EPI2616158,8,Carnivora
EPI2700531,4,Aves
EPI2751021,A,Galliformes
EPI3324072,2,Anseriformes
EPI3317156,6,Artiodactyla
EPI1962001,A,Galliformes
EPI2071272,A,Galliformes
EPI3303346,4,Aves
EPI3599346,6,Artiodactyla
EPI3323797,2,Anseriformes
EPI2702148,2,Anseriformes
EPI672803,A,Galliformes
EPI2704294,A,Galliformes
EPI2705059,2,Anseriformes
EPI2427757,?,Galliformes
EPI2198780,4,Aves
EPI2782504,2,Anseriformes
EPI3544022,4,Aves
EPI3259668,4,Aves
EPI2246424,4,Aves
EPI3508884,6,Artiodactyla
EPI2751939,A,Galliformes
EPI2278137,4,Aves
EPI2691692,4,Aves
EPI3255591,6,Artiodactyla
EPI3391836,4,Aves
EPI2428624,4,Aves
EPI3648498,6,Artiodactyla
EPI3625288,6,Artiodactyla
EPI2246200,4,Aves
EPI2671672,4,Aves
EPI2082689,4,Aves
EPI2258927,4,Aves
EPI2141095,A,Galliformes
EPI3447128,4,Aves
EPI2310146,5,Charadriiformes
EPI3648943,6,Artiodactyla
EPI2800234,A,Galliformes
EPI2713096,4,Aves
EPI2856106,4,Aves
EPI2264171,4,Aves
EPI3205226,4,Aves
EPI2747714,A,Galliformes
EPI2573957,4,Aves
EPI2232722,A,Galliformes
EPI3280287,2,Anseriformes
EPI2708452,0,Accipitriformes
EPI3509834,4,Aves
EPI2074836,4,Aves
EPI2506292,A,Galliformes
EPI2008789,4,Aves
EPI2751860,A,Galliformes
EPI3364220,4,Aves
EPI3412263,6,Artiodactyla
EPI2660622,A,Galliformes
EPI2277889,A,Galliformes
EPI2712754,4,Aves
EPI2899734,4,Aves
EPI2856739,4,Aves
EPI2789430,F,Environment
EPI2263434,4,Aves
EPI3277755,4,Aves
EPI2710804,2,Anseriformes
EPI2703808,2,Anseriformes
EPI3260955,4,Aves
EPI2574142,4,Aves
EPI3509647,4,Aves
EPI2139888,A,Galliformes
EPI2281698,4,Aves
EPI2691173,4,Aves
EPI2665331,4,Aves
EPI2957684,4,Aves
EPI3462213,4,Aves
EPI2258991,4,Aves
EPI1985946,4,Aves
EPI2837096,M,mammal
EPI2782536,A,Galliformes
EPI3316479,4,Aves
EPI2704318,A,Galliformes
EPI3108394,4,Aves
EPI2428778,4,Aves
EPI3182753,4,Aves
EPI2900124,4,Aves
EPI3315104,4,Aves
EPI2856323,4,Aves
EPI3605419,4,Aves
EPI2751220,A,Galliformes
EPI3412312,6,Artiodactyla
EPI3302450,4,Aves
EPI3508815,6,Artiodactyla
EPI2704836,2,Anseriformes
EPI2161523,A,Galliformes
EPI2197232,M,mammal
EPI3433623,6,Artiodactyla
EPI2944618,2,Anseriformes
EPI3277803,4,Aves
EPI2191433,4,Aves
EPI2906949,A,Galliformes
EPI2751764,A,Galliformes
EPI2641104,3,Animal
EPI2770871,3,Animal
EPI2613686,4,Aves
EPI2200576,4,Aves
EPI3314274,4,Aves
EPI3632533,F,Environment
EPI2496406,5,Charadriiformes
EPI3557263,2,Anseriformes
EPI1995100,2,Anseriformes
EPI2691299,5,Charadriiformes
EPI3311778,4,Aves
EPI3305680,4,Aves
EPI1866457,A,Galliformes
EPI3309680,4,Aves
EPI2505989,4,Aves
EPI338794,A,Galliformes
EPI3418952,6,Artiodactyla
EPI2100231,4,Aves
EPI2666951,4,Aves
EPI3229697,M,mammal
EPI3308528,4,Aves
EPI3312866,4,Aves
EPI2648227,5,Charadriiformes
EPI3605147,4,Aves
EPI2246352,4,Aves
EPI3323424,0,Accipitriformes
EPI2131330,A,Galliformes
EPI2812657,4,Aves
EPI2132573,4,Aves
EPI2428638,4,Aves
EPI2179244,4,Aves
EPI2614526,4,Aves
EPI2649366,4,Aves
EPI2220194,4,Aves
EPI3609456,4,Aves
EPI2648231,5,Charadriiformes
EPI2712849,4,Aves
EPI3292087,4,Aves
EPI2794192,F,Environment
EPI3312978,4,Aves
EPI2909469,2,Anseriformes
EPI2710986,2,Anseriformes
EPI3494020,4,Aves
EPI2751476,A,Galliformes
EPI3488259,A,Galliformes
EPI3609519,4,Aves
EPI3506800,6,Artiodactyla
EPI2325722,A,Galliformes
EPI2140973,4,Aves
EPI2468372,A,Galliformes
EPI3314026,4,Aves
EPI3616700,6,Artiodactyla
EPI2921533,M,mammal
EPI2263442,M,mammal
EPI3651957,A,Galliformes
EPI2506434,A,Galliformes
EPI2559959,5,Charadriiformes
EPI3317092,6,Artiodactyla
EPI2029366,4,Aves
EPI3313226,4,Aves
EPI2506021,4,Aves
EPI2779167,4,Aves
EPI2703274,4,Aves
EPI2310250,5,Charadriiformes
EPI2574045,4,Aves
EPI400176,A,Galliformes
EPI2788654,4,Aves
EPI2960209,A,Galliformes
EPI590112,A,Galliformes
EPI2246480,4,Aves
EPI2139991,A,Galliformes
EPI2609439,2,Anseriformes
EPI2702527,2,Anseriformes
EPI2246304,4,Aves
EPI2560063,2,Anseriformes
EPI2009951,A,Galliformes
EPI3320717,4,Aves
EPI2789342,4,Aves
EPI3277731,4,Aves
EPI3358449,4,Aves
EPI2899654,4,Aves
EPI2703861,4,Aves
EPI3277771,4,Aves
EPI2220027,4,Aves
EPI3138066,A,Galliformes
EPI390660,A,Galliformes
EPI2263955,4,Aves
EPI2815749,4,Aves
EPI3303650,4,Aves
EPI2513217,4,Aves
EPI2751228,A,Galliformes
EPI2613886,4,Aves
EPI2526521,2,Anseriformes
EPI2703168,2,Anseriformes
EPI2603756,H,Falconiformes
EPI2259519,4,Aves
EPI2198836,2,Anseriformes
EPI2587302,4,Aves
EPI3309584,4,Aves
EPI2071536,2,Anseriformes
EPI2185452,4,Aves
EPI2743179,0,Accipitriformes
EPI2219965,9,Suliformes
EPI3143348,4,Aves
EPI2135017,A,Galliformes
EPI2526505,2,Anseriformes
EPI3604095,6,Artiodactyla
EPI3307874,4,Aves
EPI2141717,4,Aves
EPI3315967,4,Aves
EPI3315128,4,Aves
EPI3305464,4,Aves
EPI3408915,6,Artiodactyla
EPI3304936,4,Aves
EPI3550180,A,Galliformes
EPI2944203,4,Aves
EPI3277715,4,Aves
EPI2708616,4,Aves
EPI2616249,4,Aves
EPI2704197,A,Galliformes
EPI2614630,4,Aves
EPI2751548,A,Galliformes
EPI3307682,4,Aves
EPI2412741,H,Falconiformes
EPI3312130,4,Aves
EPI2613558,4,Aves
EPI1980621,A,Galliformes
EPI3484827,4,Aves
EPI2260726,4,Aves
EPI2559647,5,Charadriiformes
EPI3509687,4,Aves
EPI2873375,4,Aves
EPI2666855,4,Aves
EPI3447200,4,Aves
EPI2181847,4,Aves
EPI3508785,6,Artiodactyla
EPI2703193,2,Anseriformes
EPI2219543,A,Galliformes
EPI3462739,6,Artiodactyla
EPI2088942,4,Aves
EPI3303810,4,Aves
EPI3259825,6,Artiodactyla
EPI3302570,4,Aves
EPI3229777,4,Aves
EPI2259807,4,Aves
EPI2931762,A,Galliformes
EPI2711595,2,Anseriformes
EPI2867894,4,Aves
EPI1998186,4,Aves
EPI2028669,4,Aves
EPI2614366,4,Aves
EPI2140571,A,Galliformes
EPI3447096,4,Aves
EPI3526253,6,Artiodactyla
EPI2841133,2,Anseriformes
EPI2641535,4,Aves
EPI2712709,4,Aves
EPI2526585,5,Charadriiformes
EPI2008125,A,Galliformes
EPI2182039,4,Aves
EPI1995180,A,Galliformes
EPI2247284,4,Aves
EPI2779153,4,Aves
EPI2311535,D,Corvidae
EPI3313626,4,Aves
EPI1944349,4,Aves
EPI1928239,2,Anseriformes
EPI3312402,4,Aves
EPI3138059,A,Galliformes
EPI3230339,A,Galliformes
EPI3352895,4,Aves
EPI3554963,4,Aves
EPI2244335,4,Aves
EPI2198516,2,Anseriformes
EPI3268555,4,Aves
EPI2751508,A,Galliformes
EPI3314816,4,Aves
EPI2906358,4,Aves
EPI2578012,5,Charadriiformes
EPI3309824,4,Aves
EPI2780538,4,Aves
EPI2506520,4,Aves
EPI3308840,4,Aves
EPI2950823,A,Galliformes
EPI3324176,2,Anseriformes
EPI2614358,4,Aves
EPI3575384,6,Artiodactyla
EPI2708927,4,Aves
EPI2779966,2,Anseriformes
EPI2770751,3,Animal
EPI3255759,2,Anseriformes
EPI358117,A,Galliformes
EPI3526219,6,Artiodactyla
EPI2278177,4,Aves
EPI2856207,4,Aves
EPI2244091,5,Charadriiformes
EPI1959435,A,Galliformes
EPI3411723,6,Artiodactyla
EPI2188331,2,Anseriformes
EPI2363556,A,Galliformes
EPI2428595,4,Aves
EPI3177558,8,Carnivora
EPI2751412,A,Galliformes
EPI2962454,4,Aves
EPI2648226,4,Aves
EPI2708215,0,Accipitriformes
EPI2528518,2,Anseriformes
EPI2906150,4,Aves
EPI3358481,4,Aves
EPI3305952,4,Aves
EPI2415783,2,Anseriformes
EPI2011656,0,Accipitriformes
EPI3310008,4,Aves
EPI2760318,5,Charadriiformes
EPI3433591,6,Artiodactyla
EPI3433833,6,Artiodactyla
EPI2609169,A,Galliformes
EPI3323907,2,Anseriformes
EPI2029302,4,Aves
EPI3311494,4,Aves
EPI3255734,4,Aves
EPI3494516,A,Galliformes
EPI3434434,4,Aves
EPI2872752,A,Galliformes
EPI2587208,4,Aves
EPI2856439,4,Aves
EPI3297996,4,Aves
EPI3322910,A,Galliformes
EPI3391868,4,Aves
EPI3315856,4,Aves
EPI2637020,4,Aves
EPI3395196,4,Aves
EPI2305289,A,Galliformes
EPI3322864,A,Galliformes
EPI2703563,4,Aves
EPI1767965,A,Galliformes
EPI2014189,4,Aves
EPI3052684,4,Aves
EPI2264203,4,Aves
EPI2712783,2,Anseriformes
EPI2635214,4,Aves
EPI2709125,4,Aves
EPI2689505,2,Anseriformes
EPI2182111,M,mammal
EPI3462937,6,Artiodactyla
EPI2885070,A,Galliformes
EPI3229689,M,mammal
EPI3320781,4,Aves
EPI2908529,4,Aves
EPI3143396,4,Aves
EPI2702993,2,Anseriformes
EPI2246496,4,Aves
EPI3041217,5,Charadriiformes
EPI3543982,4,Aves
EPI2175949,A,Galliformes
EPI2872807,A,Galliformes
EPI3592477,5,Charadriiformes
EPI2664277,M,mammal
EPI2260790,4,Aves
EPI3555390,A,Galliformes
EPI3323112,4,Aves
EPI3395052,4,Aves
EPI2703827,4,Aves
EPI2704133,A,Galliformes
EPI2780714,4,Aves
EPI2428712,4,Aves
EPI3311346,4,Aves
EPI104876,2,Anseriformes
EPI2198716,2,Anseriformes
EPI2960189,4,Aves
EPI1944493,A,Galliformes
EPI3526817,4,Aves
EPI3315072,4,Aves
EPI2243371,4,Aves
EPI3484891,4,Aves
EPI2188227,2,Anseriformes
EPI2536956,5,Charadriiformes
EPI2580767,A,Galliformes
EPI2751540,A,Galliformes
EPI2784274,4,Aves
EPI2236216,M,mammal
EPI2540193,H,Falconiformes
EPI3303965,4,Aves
EPI2815247,2,Anseriformes
EPI356666,A,Galliformes
EPI2855828,4,Aves
EPI2770743,3,Animal
EPI2760796,4,Aves
EPI3298764,4,Aves
EPI2506528,A,Galliformes
EPI153806,A,Galliformes
EPI1985974,A,Galliformes
EPI2208426,A,Galliformes
EPI2263610,4,Aves
EPI2817703,2,Anseriformes
EPI2506362,A,Galliformes
EPI2550331,A,Galliformes
EPI2278129,4,Aves
EPI2147713,A,Galliformes
EPI3442506,A,Galliformes
EPI1980476,2,Anseriformes
EPI3309920,4,Aves
EPI1995068,4,Aves
EPI2232770,A,Galliformes
EPI2742459,F,Environment
EPI2139608,A,Galliformes
EPI3526889,4,Aves
EPI2788806,4,Aves
EPI2456401,?,Galliformes
EPI3584538,5,Charadriiformes
EPI2296314,A,Galliformes
EPI3599256,6,Artiodactyla
EPI1998162,2,Anseriformes
EPI3298316,4,Aves
EPI3650014,J,Primates
